{0.9876039, 0.86508447, 0.12194701, 0.54019177, 0.55957276, 0.23208313,
  0.30555442, 0.3943474  ,0.46969938 ,0.34864783 ,0.5833092  ,0.32930604,
  0.9182073,  0.46350345 ,0.26029423 ,0.6548645  ,0.6383378  ,0.67713505,
  0.30412385, 0.3035129  ,0.90267485 ,0.43197557 ,0.26089585 ,0.24571158,
  0.72661644, 0.06282774 ,0.88894254 ,0.771551   ,0.6170839  ,0.99082655,
  0.00714401, 0.20042785 ,0.9738308  ,0.3952117  ,0.25216326 ,0.7664605,
  0.3106486,  0.2772367  ,0.08216517 ,0.01578101 ,0.9862756  ,0.17328334,
  0.8201135,  0.34316513 ,0.53019226 ,0.304002   ,0.47931248 ,0.6168896,
  0.9064187,  0.41972914 ,0.38033688 ,0.8779239  ,0.16686167 ,0.16688175,
  0.79876477, 0.57572854 ,0.06043228 ,0.2148386  ,0.75614727 ,0.6360605,
  0.8226274 , 0.09980717 ,0.7915741  ,0.7313485  ,0.43250364 ,0.9429857,
  0.5187939,  0.29247034 ,0.32897598 ,0.6090182  ,0.6950892  ,0.91601735,
  0.3684196,  0.40781975 ,0.40950927 ,0.52452105 ,0.9739456  ,0.8123504,
  0.13595341, 0.27517685 ,0.5658931  ,0.3253545  ,0.1863371  ,0.989369,
  0.7567666,  0.866373   ,0.16897596 ,0.8582166  ,0.75864506 ,0.5940036,
  0.97102875, 0.65728176 ,0.6878268  ,0.7090026  ,0.68808585 ,0.8461791,
  0.11852596, 0.2892358,  0.5085803}
